Policy_document_id,Title,"Translated title","Document type","Source title","Source country","Source state","Source type","Source subtype",Published_on,"Policy citations (excl. same source)","Policy citations (inc. same source)","Document URL","Overton URL","Source specific tags","Your tags","Top topics",Languages,"Policy authors","Related to SDGs","Document theme"
vtise-a7675528038ec2f0c6f396ba41a77613,"Upplevd tillgänglighet : En sammanställning av tidigare forskning","Perceived accessibility : A compilation of previous research",Publication,VTI,Sweden,,government,,2024-01-24,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=932&pid=diva2%3A1854568&c=160&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-a7675528038ec2f0c6f396ba41a77613,,,"Measure (mathematics)|Information|Science",swe,,
vtise-0a67ec0e01f0513919ec7219f070e7d7,"Upplevd tillgänglighet : En sammanställning av tidigare forskning","Perceived accessibility : A compilation of previous research",Publication,VTI,Sweden,,government,,2024-01-24,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-1416&pid=diva2%3A1854568&c=243&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-0a67ec0e01f0513919ec7219f070e7d7,,,"Measure (mathematics)|Information|Science",swe,,
vtise-171db51fc6d598d94c8f3b34305660f7,"Upplevd tillgänglighet : En sammanställning av tidigare forskning","Perceived accessibility : A compilation of previous research",Publication,VTI,Sweden,,government,,2024-01-24,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-3417&pid=diva2%3A1854568&c=298&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-171db51fc6d598d94c8f3b34305660f7,,,"Measure (mathematics)|Information|Science",swe,,
vtise-36f304dcec75be7e691c89b37df2597f,"Upplevd tillgänglighet : En sammanställning av tidigare forskning","Perceived accessibility : A compilation of previous research",Publication,VTI,Sweden,,government,,2024-01-24,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=5742&pid=diva2%3A1854568&c=178&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-36f304dcec75be7e691c89b37df2597f,,,"Measure (mathematics)|Information|Science",swe,,
vtise-81564582224ee0146de0dc89de5a238a,"Upplevd tillgänglighet : En sammanställning av tidigare forskning","Perceived accessibility : A compilation of previous research",Publication,VTI,Sweden,,government,,2024-01-24,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-6094&pid=diva2%3A1854568&c=244&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-81564582224ee0146de0dc89de5a238a,,,"Measure (mathematics)|Information|Science",swe,,
vtise-3e373d99b55b71345994aa2a45cb765c,"Spatio-Temporal Investigation of Public Transport Demand Using Smart Card Data",,Publication,VTI,Sweden,,government,,2023-09-18,0,2,https://vti.diva-portal.org/smash/record.jsf?dswid=932&pid=diva2%3A1800939&c=762&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-3e373d99b55b71345994aa2a45cb765c,,,"Ordinary least squares|Spatial analysis|Modifiable areal unit problem",eng,,
vtise-1a4867e9fa2ed969b7efb50abe05300b,"Spatio-Temporal Investigation of Public Transport Demand Using Smart Card Data",,Publication,VTI,Sweden,,government,,2023-09-18,0,2,https://vti.diva-portal.org/smash/record.jsf?dswid=5742&pid=diva2%3A1800939&c=780&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-1a4867e9fa2ed969b7efb50abe05300b,,,"Ordinary least squares|Spatial analysis|Modifiable areal unit problem",eng,,
vtise-2df76c458ac5330babeeb05b7a0eb09e,"Spatio-Temporal Investigation of Public Transport Demand Using Smart Card Data",,Publication,VTI,Sweden,,government,,2023-09-18,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=761&pid=diva2%3A1800939&c=84&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-2df76c458ac5330babeeb05b7a0eb09e,,,"Prediction|Ordinary least squares|Spatial analysis",eng,,
vtise-7f9f4e2f618335d9cde61c9b867a5744,"Spatio-Temporal Investigation of Public Transport Demand Using Smart Card Data",,Publication,VTI,Sweden,,government,,2023-09-18,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-423&pid=diva2%3A1800939&c=260&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-7f9f4e2f618335d9cde61c9b867a5744,,,"Ordinary least squares|Spatial analysis|Modifiable areal unit problem",eng,,
vtise-a2d8a4e00262f5615c1b68a73bb178a9,"Spatio-Temporal Investigation of Public Transport Demand Using Smart Card Data",,Publication,VTI,Sweden,,government,,2023-09-18,0,3,https://vti.diva-portal.org/smash/record.jsf?dswid=4798&pid=diva2%3A1800939&c=166&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-a2d8a4e00262f5615c1b68a73bb178a9,,,"Public transport|Ordinary least squares|Spatial analysis",eng,,
vtise-009c1ca5b864231fe822fe7b367e60bb,"Spatio-Temporal Investigation of Public Transport Demand Using Smart Card Data",,Publication,VTI,Sweden,,government,,2023-09-18,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-6094&pid=diva2%3A1800939&c=846&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-009c1ca5b864231fe822fe7b367e60bb,,,"Ordinary least squares|Spatial analysis|Modifiable areal unit problem",eng,,
vtise-73fed520533938d2d28de4e94ab86015,"Spatio-Temporal Investigation of Public Transport Demand Using Smart Card Data",,Publication,VTI,Sweden,,government,,2023-09-18,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-3417&pid=diva2%3A1800939&c=900&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-73fed520533938d2d28de4e94ab86015,,,"Ordinary least squares|Spatial analysis|Modifiable areal unit problem",eng,,
vtise-da9d83c8d47b861dd670fcd3bb71e3cf,"Spatio-Temporal Investigation of Public Transport Demand Using Smart Card Data",,Publication,VTI,Sweden,,government,,2023-09-18,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-1416&pid=diva2%3A1800939&c=845&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-da9d83c8d47b861dd670fcd3bb71e3cf,,,"Ordinary least squares|Spatial analysis|Modifiable areal unit problem",eng,,
parliamentofmexico-9cc4b09bac56dc1d859fcdfea8cdd001,"Gaceta Parlamentaria","Parliamentary Gazette",Publication,"Congreso General de los Estados Unidos Mexicanos",Mexico,,government,,2023-09-12,0,0,https://gaceta.diputados.gob.mx/PDF/65/2023/sep/20230912-IV-1-1.pdf,https://app.overton.io/document.php?policy_document_id=parliamentofmexico-9cc4b09bac56dc1d859fcdfea8cdd001,,,"Mexico|Concession (contract)|Rail transport",spa,,
vtise-023d43a72e452154b60edc35d9caf885,"Walk this way : How do individuals with different preferences for active travel modes respond to walkability?",,Publication,VTI,Sweden,,government,,2023-07-10,0,2,https://vti.diva-portal.org/smash/record.jsf?dswid=683&pid=diva2%3A1785747&c=498&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-023d43a72e452154b60edc35d9caf885,,,"Logistic regression|Survey methodology|Walkability",eng,,"SDG 11: Sustainable Cities and Communities"
vtise-03a7f77d91f553121883e6ca16949f24,"Walk this way : How do individuals with different preferences for active travel modes respond to walkability?",,Publication,VTI,Sweden,,government,,2023-07-10,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-1416&pid=diva2%3A1785747&c=895&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-03a7f77d91f553121883e6ca16949f24,,,"Logistic regression|Survey methodology|Walkability",eng,,
vtise-5ba9e7afe0803513db81aa4e35382dd3,"Walk this way : How do individuals with different preferences for active travel modes respond to walkability?",,Publication,VTI,Sweden,,government,,2023-07-10,0,5,https://vti.diva-portal.org/smash/record.jsf?dswid=5742&pid=diva2%3A1785747&c=830&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-5ba9e7afe0803513db81aa4e35382dd3,,,"Logistic regression|Survey methodology|Walkability",eng,,
vtise-964300abb5a0cdb8284c108716c9a416,"Walk this way : How do individuals with different preferences for active travel modes respond to walkability?",,Publication,VTI,Sweden,,government,,2023-07-10,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-6094&pid=diva2%3A1785747&c=896&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-964300abb5a0cdb8284c108716c9a416,,,"Logistic regression|Survey methodology|Walkability",eng,,
vtise-3737c9c06f1e9d086ccece74dbb402e9,"Walk this way : How do individuals with different preferences for active travel modes respond to walkability?",,Publication,VTI,Sweden,,government,,2023-07-10,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-3417&pid=diva2%3A1785747&c=950&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-3737c9c06f1e9d086ccece74dbb402e9,,,"Logistic regression|Survey methodology|Walkability",eng,,
vtise-93e7f88d98fb6667efd37a0df431ceff,"Walk this way : How do individuals with different preferences for active travel modes respond to walkability?",,Publication,VTI,Sweden,,government,,2023-07-10,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=932&pid=diva2%3A1785747&c=812&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-93e7f88d98fb6667efd37a0df431ceff,,,"Logistic regression|Survey methodology|Walkability",eng,,
izade-1a9d4d12437aab44e089702fc95f16be,"Feelings in Travel Episodes and Extreme Temperatures",,"Working paper","IZA Institute of Labor Economics",Germany,,"think tank",,2023-06-19,0,0,https://www.iza.org/publications/dp/16241/feelings-in-travel-episodes-and-extreme-temperatures,https://app.overton.io/document.php?policy_document_id=izade-1a9d4d12437aab44e089702fc95f16be,,,"Regression analysis|Standard score|Errors and residuals",eng,,
oecddiscovery-d475296db0a72b14afd1641215c0ec17,"Distributional effects of urban transport policies to discourage car use",,"Working paper",OECD,IGO,,igo,,2023-03-03,9,12,https://dx.doi.org/https://doi.org/10.1787/8bf57103-en,https://app.overton.io/document.php?policy_document_id=oecddiscovery-d475296db0a72b14afd1641215c0ec17,,,"Parking|Road pricing|Tax",eng,"Robin Lindsey|Ioannis Tikoudis|Katherine Hassett","SDG 11: Sustainable Cities and Communities"
ifs-8d9341a82fe288d69922f63f93a67979,"Identifying network ties from panel data: theory and an application to tax competition",,"Working paper","Institute for Fiscal Studies",UK,,"think tank",,2023-01-18,0,0,https://ifs.org.uk/publications/identifying-network-ties-panel-data-theory-and-application-tax-competition-0,https://app.overton.io/document.php?policy_document_id=ifs-8d9341a82fe288d69922f63f93a67979,,,"Generalized method of moments|Rank (linear algebra)|Ordinary least squares",eng,"Áureo de Paula|Imran Rasul",
ipeabr-0a7c827ab9d4e6e554ef2f36e951ed6a,"Introdução à acessibilidade urbana: um guia prático em R","Introduction to urban accessibility: a practical guide in R",Publication,"Instituto de Pesquisa Econômica Aplicada",Brazil,,"think tank",,2023-01-01,0,0,https://www.ipea.gov.br/portal/publicacao-item?id=a1e95f5d-60e7-4fc0-a933-3734bf50c062,https://app.overton.io/document.php?policy_document_id=ipeabr-0a7c827ab9d4e6e554ef2f36e951ed6a,,,"Text file|Fortaleza Metro|Accessibility",por,,
ipeabr-55c24a905d17e68d72c51b8195d3df61,"Introduction to urban accessibility : a practical guide with R",,Publication,"Instituto de Pesquisa Econômica Aplicada",Brazil,,"think tank",,2023-01-01,0,0,https://www.ipea.gov.br/portal/publicacao-item?id=d6240605-d90f-4043-8db6-516ee0d75910,https://app.overton.io/document.php?policy_document_id=ipeabr-55c24a905d17e68d72c51b8195d3df61,,,"GTFS|Accessibility (transport)|Data analysis",eng,,
ipeabr-55c24a905d17e68d72c51b8195d3df61,"Introduction to urban accessibility : a practical guide with R",,Publication,"Instituto de Pesquisa Econômica Aplicada",Brazil,,"think tank",,2023-01-01,0,0,https://www.ipea.gov.br/portal/publicacao-item?id=d6240605-d90f-4043-8db6-516ee0d75910,https://app.overton.io/document.php?policy_document_id=ipeabr-55c24a905d17e68d72c51b8195d3df61,,,"Accessibility|Branches of science|Geography",eng,,
ipeabr-6818b1585366211e2af065139b59156a,"Desigualdades raciais e de renda no acesso à saúde nas cidades brasileiras","Racial and income inequalities in access to healthcare in Brazilian cities",Publication,"Instituto de Pesquisa Econômica Aplicada",Brazil,,"think tank",,2023-01-01,0,0,https://www.ipea.gov.br/portal/publicacao-item?id=7c874904-171d-477e-af94-14ecd83a56d6,https://app.overton.io/document.php?policy_document_id=ipeabr-6818b1585366211e2af065139b59156a,,,"Sistema Único de Saúde|Health|Public transport",por,,
ipeabr-6818b1585366211e2af065139b59156a,"Desigualdades raciais e de renda no acesso à saúde nas cidades brasileiras","Racial and income inequalities in access to healthcare in Brazilian cities",Publication,"Instituto de Pesquisa Econômica Aplicada",Brazil,,"think tank",,2023-01-01,0,0,https://www.ipea.gov.br/portal/publicacao-item?id=7c874904-171d-477e-af94-14ecd83a56d6,https://app.overton.io/document.php?policy_document_id=ipeabr-6818b1585366211e2af065139b59156a,,,"Health|Pará|Sistema Único de Saúde",por,,
ipeabr-7d83fb47197df879673977fcb846d67e,"Os impactos desiguais do congestionamento urbano no acesso a empregos","The uneven impacts of urban congestion on access to jobs",Publication,"Instituto de Pesquisa Econômica Aplicada",Brazil,,"think tank",,2023-01-01,0,0,https://www.ipea.gov.br/portal/publicacao-item?id=854ccf4c-f1aa-4bdf-8135-7b7e90857e02,https://app.overton.io/document.php?policy_document_id=ipeabr-7d83fb47197df879673977fcb846d67e,,,Time|Traffic|Poverty,por,,
